task_id,family,law,variant,mode,solver,replicate,role,condition,panel,sample_id,metrics
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__8,S3_synthetic,nonlinear_gaussian,native_feature,center_fNIRS_template,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.06846761165026224, ""nrmse"": 1.3846670620765602, ""bias_coordinate"": 0.06365209309316144}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.06297940019507114, ""nrmse"": 0.12840359106157642, ""bias_coordinate"": -0.002605887944710827}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.017689988370113898, ""nrmse"": 0.22204510028415872, ""bias_coordinate"": -0.0023421130304178}}"
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__8,S3_synthetic,nonlinear_gaussian,native_feature,center_fNIRS_pairing,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.06846761165026224, ""nrmse"": 1.5229244914140803, ""bias_coordinate"": 0.07716954339727568}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.06297940019507114, ""nrmse"": 0.14789252611873738, ""bias_coordinate"": -0.004309246653788345}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.017689988370113898, ""nrmse"": 0.1919148103312717, ""bias_coordinate"": -0.0017013346674786209}}"
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__8,S3_synthetic,nonlinear_gaussian,native_feature,center_fNIRS_shift,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/0,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.06846761165026224, ""nrmse"": 1.6324485070018315, ""bias_coordinate"": 0.08534745028352561}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.06297940019507114, ""nrmse"": 0.1324362468571341, ""bias_coordinate"": -0.0035523385506630867}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.017689988370113898, ""nrmse"": 0.20704342456264055, ""bias_coordinate"": -0.0023937868541111765}}"
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__12__oracle,S3_synthetic,nonlinear_gaussian,native_feature,full,O2,,oracle,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.05547023533302513, ""nrmse"": 2.6895650092102947, ""bias_coordinate"": 0.11303436844419773}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.09949399934243926, ""nrmse"": 0.13895726206549844, ""bias_coordinate"": -0.009470526217289691}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.03012131105084522, ""nrmse"": 0.15190456661611834, ""bias_coordinate"": 0.0033442660953700164}}"
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__12__oracle,S3_synthetic,nonlinear_gaussian,native_feature,EEG_only,O2,,oracle,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.05547023533302513, ""nrmse"": 0.7818490397769664, ""bias_coordinate"": -0.016613864550847887}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.09949399934243926}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.03012131105084522}}"
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__12__oracle,S3_synthetic,nonlinear_gaussian,native_feature,fNIRS_only,O2,,oracle,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/5,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.05547023533302513}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.09949399934243926, ""nrmse"": 0.11474022072017744, ""bias_coordinate"": -0.008391170135910075}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.03012131105084522, ""nrmse"": 0.13850581549089713, ""bias_coordinate"": 0.002946078210820179}}"
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__12__oracle,S3_synthetic,nonlinear_gaussian,native_feature,all_missing,O2,,oracle,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/5,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.05547023533302513}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.09949399934243926}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.03012131105084522}}"
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__12__oracle,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG,O2,,oracle,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/5,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.05547023533302513, ""nrmse"": 2.6597629683682658, ""bias_coordinate"": 0.11176267453824619}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.09949399934243926, ""nrmse"": 0.13692811395292784, ""bias_coordinate"": -0.00937652916799823}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.03012131105084522, ""nrmse"": 0.1460677308897933, ""bias_coordinate"": 0.003207420330809335}}"
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__12__oracle,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG_own,O2,,oracle,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/5,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.05547023533302513, ""nrmse"": 0.8533227551849414, ""bias_coordinate"": -0.018710173059654438}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.09949399934243926}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.03012131105084522}}"
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__12__oracle,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG_template,O2,,oracle,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/5,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.05547023533302513, ""nrmse"": 1.0323884587487353, ""bias_coordinate"": -0.011944166940340357}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.09949399934243926, ""nrmse"": 0.9967027406456501, ""bias_coordinate"": 0.004533725050651197}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.03012131105084522, ""nrmse"": 1.4176106402971957, ""bias_coordinate"": -0.02814897756236467}}"
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__12__oracle,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG_pairing,O2,,oracle,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/5,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.05547023533302513, ""nrmse"": 1.8414964271071879, ""bias_coordinate"": -0.05119214225746411}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.09949399934243926, ""nrmse"": 1.2947400086333651, ""bias_coordinate"": 0.06254167990733984}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.03012131105084522, ""nrmse"": 2.3640676974645056, ""bias_coordinate"": -0.06224077528148255}}"
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__12__oracle,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG_shift,O2,,oracle,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/5,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.05547023533302513, ""nrmse"": 2.5130992312443388, ""bias_coordinate"": -0.09800066190548219}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.09949399934243926, ""nrmse"": 2.024110849759106, ""bias_coordinate"": -0.019106884286603898}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.03012131105084522, ""nrmse"": 2.358255044340872, ""bias_coordinate"": -0.035186451538537236}}"
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__12__oracle,S3_synthetic,nonlinear_gaussian,native_feature,center_fNIRS,O2,,oracle,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.05547023533302513, ""nrmse"": 2.662747154684042, ""bias_coordinate"": 0.1128195295253897}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.09949399934243926, ""nrmse"": 0.14953404369496384, ""bias_coordinate"": -0.010385745419577515}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.03012131105084522, ""nrmse"": 0.1738157250577873, ""bias_coordinate"": 0.003906983135234547}}"
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__12__oracle,S3_synthetic,nonlinear_gaussian,native_feature,center_fNIRS_own,O2,,oracle,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/5,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.05547023533302513}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.09949399934243926, ""nrmse"": 0.12567754390278457, ""bias_coordinate"": -0.009401575846028652}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.03012131105084522, ""nrmse"": 0.1608331649568335, ""bias_coordinate"": 0.003651819718796593}}"
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__12__oracle,S3_synthetic,nonlinear_gaussian,native_feature,center_fNIRS_template,O2,,oracle,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.05547023533302513, ""nrmse"": 2.0142681534803373, ""bias_coordinate"": 0.07612882307703643}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.09949399934243926, ""nrmse"": 0.16914814654002494, ""bias_coordinate"": -0.008971125364741525}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.03012131105084522, ""nrmse"": 0.26822203226505, ""bias_coordinate"": 0.005530468679252839}}"
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__12__oracle,S3_synthetic,nonlinear_gaussian,native_feature,center_fNIRS_pairing,O2,,oracle,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.05547023533302513, ""nrmse"": 3.0143742192502967, ""bias_coordinate"": 0.1277426206001798}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.09949399934243926, ""nrmse"": 0.18069443534795143, ""bias_coordinate"": -0.012449750414522035}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.03012131105084522, ""nrmse"": 0.1985346608427262, ""bias_coordinate"": 0.00417801003210826}}"
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__12__oracle,S3_synthetic,nonlinear_gaussian,native_feature,center_fNIRS_shift,O2,,oracle,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.05547023533302513, ""nrmse"": 2.8012367885690432, ""bias_coordinate"": 0.11509575782748219}, ""HbO"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.09949399934243926, ""nrmse"": 0.15564617201215314, ""bias_coordinate"": -0.01091091254407354}, ""HbR"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.03012131105084522, ""nrmse"": 0.1866042565226558, ""bias_coordinate"": 0.004130972243708265}}"
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__12,S3_synthetic,nonlinear_gaussian,native_feature,full,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.05547023533302513, ""nrmse"": 1.534878420131852, ""bias_coordinate"": 0.0524525212651464}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.09949399934243926, ""nrmse"": 0.1879342912630947, ""bias_coordinate"": -0.015198449976926234}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.03012131105084522, ""nrmse"": 0.31201234911687314, ""bias_coordinate"": 0.0077131148139095605}}"
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__12,S3_synthetic,nonlinear_gaussian,native_feature,EEG_only,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/5,"{""EEG"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.05547023533302513, ""nrmse"": 0.7818490397769664, ""bias_coordinate"": -0.016613864550847887}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.09949399934243926}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.03012131105084522}}"
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__12,S3_synthetic,nonlinear_gaussian,native_feature,fNIRS_only,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/5,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.05547023533302513}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.09949399934243926, ""nrmse"": 0.17272520903233785, ""bias_coordinate"": -0.014255122070378266}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.03012131105084522, ""nrmse"": 0.3195975991110784, ""bias_coordinate"": 0.007914950335356193}}"
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__12,S3_synthetic,nonlinear_gaussian,native_feature,all_missing,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/5,"{""EEG"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.05547023533302513}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.09949399934243926}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.03012131105084522}}"
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__12,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/5,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.05547023533302513, ""nrmse"": 1.5465090862888056, ""bias_coordinate"": 0.05416159275770332}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.09949399934243926, ""nrmse"": 0.1890947374547596, ""bias_coordinate"": -0.015283720372618199}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.03012131105084522, ""nrmse"": 0.31119091806923393, ""bias_coordinate"": 0.007689707182660375}}"
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__12,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG_own,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/5,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.05547023533302513, ""nrmse"": 0.8533227551849414, ""bias_coordinate"": -0.018710173059654438}, ""HbO"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.09949399934243926}, ""HbR"": {""visible_samples"": 0, ""full_processed_truth_sd"": 0.03012131105084522}}"
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__12,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG_template,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/5,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.05547023533302513, ""nrmse"": 0.9641131597661722, ""bias_coordinate"": -0.01339320942229071}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.09949399934243926, ""nrmse"": 0.9925226893195788, ""bias_coordinate"": 0.006092722831033112}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.03012131105084522, ""nrmse"": 1.4216823504615557, ""bias_coordinate"": -0.028214566339628423}}"
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__12,S3_synthetic,nonlinear_gaussian,native_feature,center_EEG_pairing,O2,,selected,"{""id"": ""independent_pairing"", ""law"": ""nonlinear_gaussian"", ""independent_pairing"": true}",2,synthetic__gain__independent_pairing__2/session_03/5,"{""EEG"": {""visible_samples"": 104, ""full_processed_truth_sd"": 0.05547023533302513, ""nrmse"": 1.240737368433213, ""bias_coordinate"": -0.034552814838928546}, ""HbO"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.09949399934243926, ""nrmse"": 1.3120029616165638, ""bias_coordinate"": 0.0663674481183356}, ""HbR"": {""visible_samples"": 120, ""full_processed_truth_sd"": 0.03012131105084522, ""nrmse"": 2.4363882892139928, ""bias_coordinate"": -0.06413028742933151}}"
