task_id,family,solver,fit_calls_lower_bound,optimizer_starts,optimizer_evaluations,interrupted_call_possible,reused_task,elapsed_seconds,peak_rss_bytes
v3_assessment__S3_synthetic__synthetic__gain__student_t__3__O2__0__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__3__O2__0__baseline,0.04171548702288419,722178048
v3_selected__S3_synthetic__synthetic__gain__student_t__3__0__O2__0,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__3__O2__0__baseline,0.05728128599002957,863010816
v3_assessment__S3_synthetic__synthetic__gain__student_t__3__O2__4__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__3__O2__4__baseline,0.03971247700974345,722178048
v3_selected__S3_synthetic__synthetic__gain__student_t__3__0__O2__4,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__3__O2__4__baseline,0.04289996298030019,722178048
v3_assessment__S3_synthetic__synthetic__gain__student_t__3__O2__8__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__3__O2__8__baseline,0.05788093700539321,863010816
v3_selected__S3_synthetic__synthetic__gain__student_t__3__0__O2__8,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__3__O2__8__baseline,0.0415962339611724,722178048
v3_assessment__S3_synthetic__synthetic__gain__student_t__3__O2__12__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__3__O2__12__baseline,0.04228645598050207,863010816
v3_selected__S3_synthetic__synthetic__gain__student_t__3__0__O2__12,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__3__O2__12__baseline,0.0420830009970814,722178048
v3_assessment__S3_synthetic__synthetic__gain__student_t__3__O2__16__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__3__O2__16__baseline,0.06998470198595896,863010816
v3_selected__S3_synthetic__synthetic__gain__student_t__3__0__O2__16,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__3__O2__16__baseline,0.0424533819896169,722178048
v3_assessment__S3_synthetic__synthetic__gain__student_t__3__O2__20__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__3__O2__20__baseline,0.04031799401855096,722178048
v3_selected__S3_synthetic__synthetic__gain__student_t__3__0__O2__20,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__student_t__3__O2__20__baseline,0.04950763698434457,863010816
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__0__O2__0__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__0__O2__0__baseline,0.042486867983825505,722178048
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__0__0__O2__0,S3_synthetic,O2,14,28,233,False,,21.585219229978975,863010816
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__0__O2__4__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__0__O2__4__baseline,0.041265419975388795,722178048
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__0__0__O2__4,S3_synthetic,O2,14,28,242,False,,22.909747853991576,722178048
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__0__O2__8__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__0__O2__8__baseline,0.061399353959131986,718868480
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__0__0__O2__8,S3_synthetic,O2,14,28,265,False,,24.26663039601408,719261696
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__0__O2__12__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__0__O2__12__baseline,0.04663231497397646,723369984
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__0__0__O2__12,S3_synthetic,O2,14,28,284,False,,25.95786520699039,723369984
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__0__O2__16__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__0__O2__16__baseline,0.05791786505142227,716615680
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__0__0__O2__16,S3_synthetic,O2,14,28,262,False,,23.890951518027578,716615680
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__0__O2__20__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__0__O2__20__baseline,0.04311531502753496,716447744
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__0__0__O2__20,S3_synthetic,O2,14,28,241,False,,21.655659152020235,716447744
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__1__O2__0__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__1__O2__0__baseline,0.04393076797714457,712814592
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__1__0__O2__0,S3_synthetic,O2,14,28,254,False,,23.224025284987874,712814592
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__1__O2__4__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__1__O2__4__baseline,0.04748631099937484,1103720448
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__1__0__O2__4,S3_synthetic,O2,14,28,239,False,,21.273191530024633,717701120
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__1__O2__8__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__1__O2__8__baseline,0.04174192401114851,1103720448
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__1__0__O2__8,S3_synthetic,O2,14,28,250,False,,22.74491043604212,1103720448
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__1__O2__12__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__1__O2__12__baseline,0.07193670596461743,1099665408
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__1__0__O2__12,S3_synthetic,O2,14,28,268,False,,23.886632639041636,1099665408
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__1__O2__16__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__1__O2__16__baseline,0.045330370019655675,1102057472
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__1__0__O2__16,S3_synthetic,O2,14,28,224,False,,20.067500289005693,1102057472
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__1__O2__20__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__1__O2__20__baseline,0.046519152994733304,718983168
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__1__0__O2__20,S3_synthetic,O2,14,28,232,False,,21.77956047898624,718983168
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__0__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__0__baseline,0.04671438300283626,717848576
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__0,S3_synthetic,O2,14,28,253,False,,23.24192363396287,714645504
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__4__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__4__baseline,0.04139189497800544,717848576
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__4,S3_synthetic,O2,14,28,255,False,,22.308720408997033,717848576
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__8__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__8__baseline,0.0670400729868561,863010816
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__8,S3_synthetic,O2,14,28,235,False,,21.292354786011856,863010816
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__12__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__12__baseline,0.044630979013163596,722178048
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__12,S3_synthetic,O2,14,28,269,False,,24.849347951996606,722178048
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__16__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__16__baseline,0.06029269396094605,715042816
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__16,S3_synthetic,O2,14,28,245,False,,22.035563785000704,715042816
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__20__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__2__O2__20__baseline,0.06156050699064508,713981952
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__2__0__O2__20,S3_synthetic,O2,14,28,232,False,,20.968956889002584,713981952
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__3__O2__0__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__3__O2__0__baseline,0.04819899203721434,716447744
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__3__0__O2__0,S3_synthetic,O2,14,28,259,False,,22.655352525005583,716447744
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__3__O2__4__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__3__O2__4__baseline,0.06124330300372094,719261696
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__3__0__O2__4,S3_synthetic,O2,14,28,242,False,,21.784485493961256,719261696
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__3__O2__8__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__3__O2__8__baseline,0.060213705990463495,716615680
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__3__0__O2__8,S3_synthetic,O2,14,28,248,False,,23.607735569996294,716615680
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__3__O2__12__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__3__O2__12__baseline,0.06242007599212229,712814592
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__3__0__O2__12,S3_synthetic,O2,14,28,249,False,,22.120519053016324,712814592
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__3__O2__16__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__3__O2__16__baseline,0.04322040901752189,723369984
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__3__0__O2__16,S3_synthetic,O2,14,28,278,False,,24.55681175197242,723369984
v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__3__O2__20__oracle,S3_synthetic,O2,0,0,0,False,v3_assessment__S3_synthetic__synthetic__gain__independent_pairing__3__O2__20__baseline,0.044111588038504124,717701120
v3_selected__S3_synthetic__synthetic__gain__independent_pairing__3__0__O2__20,S3_synthetic,O2,14,28,260,False,,22.37773119402118,717701120
v3_inner__S3_measured__subject_01__0__O2__baseline__0,S3_measured,O2,0,0,0,False,,0.14233124599559233,683663360
v3_inner__S3_measured__subject_01__0__O2__baseline__1,S3_measured,O2,0,0,0,False,,0.04044243099633604,683663360
v3_inner__S3_measured__subject_01__0__O2__baseline__2,S3_measured,O2,0,0,0,False,,0.0411634020274505,683663360
v3_inner__S3_measured__subject_01__0__O2__gain_0p75__0,S3_measured,O2,0,0,0,False,,0.04091702698497102,683663360
v3_inner__S3_measured__subject_01__0__O2__gain_0p75__1,S3_measured,O2,0,0,0,False,,0.0411947860266082,683663360
v3_inner__S3_measured__subject_01__0__O2__gain_0p75__2,S3_measured,O2,0,0,0,False,,0.04125893797026947,683663360
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__0,S3_measured,O2,0,0,0,False,,0.040800840011797845,683663360
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__1,S3_measured,O2,0,0,0,False,,0.04086212802212685,683663360
v3_inner__S3_measured__subject_01__0__O2__gain_1p5__2,S3_measured,O2,0,0,0,False,,0.04096399201080203,683663360
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__0,S3_measured,O2,0,0,0,False,,0.04134781297761947,683663360
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__1,S3_measured,O2,0,0,0,False,,0.04153217299608514,683663360
v3_inner__S3_measured__subject_01__0__O2__gain_0p5__2,S3_measured,O2,0,0,0,False,,0.04140272701624781,683663360
v3_inner__S3_measured__subject_01__0__O2__gain_2__0,S3_measured,O2,0,0,0,False,,0.04111431603087112,683663360
v3_inner__S3_measured__subject_01__0__O2__gain_2__1,S3_measured,O2,0,0,0,False,,0.04156287299701944,683663360
v3_inner__S3_measured__subject_01__0__O2__gain_2__2,S3_measured,O2,0,0,0,False,,0.04094702797010541,683663360
v3_inner__S3_measured__subject_01__1__O2__baseline__0,S3_measured,O2,0,0,0,False,,0.036933740018866956,683663360
v3_inner__S3_measured__subject_01__1__O2__baseline__1,S3_measured,O2,0,0,0,False,,0.04157873603980988,683663360
v3_inner__S3_measured__subject_01__1__O2__baseline__2,S3_measured,O2,0,0,0,False,,0.05275458801770583,683663360
v3_inner__S3_measured__subject_01__1__O2__gain_0p75__0,S3_measured,O2,0,0,0,False,,0.05244268401293084,683663360
v3_inner__S3_measured__subject_01__1__O2__gain_0p75__1,S3_measured,O2,0,0,0,False,,0.058071838051546365,683663360
v3_inner__S3_measured__subject_01__1__O2__gain_0p75__2,S3_measured,O2,0,0,0,False,,0.05245092301629484,683663360
v3_inner__S3_measured__subject_01__1__O2__gain_1p5__0,S3_measured,O2,0,0,0,False,,0.05795776000013575,683663360
v3_inner__S3_measured__subject_01__1__O2__gain_1p5__1,S3_measured,O2,0,0,0,False,,0.04933668801095337,683663360
v3_inner__S3_measured__subject_01__1__O2__gain_1p5__2,S3_measured,O2,0,0,0,False,,0.05562826996902004,683663360
v3_inner__S3_measured__subject_01__1__O2__gain_0p5__0,S3_measured,O2,0,0,0,False,,0.05594894097885117,683663360
v3_inner__S3_measured__subject_01__1__O2__gain_0p5__1,S3_measured,O2,0,0,0,False,,0.05744717497145757,683663360
v3_inner__S3_measured__subject_01__1__O2__gain_0p5__2,S3_measured,O2,0,0,0,False,,0.05760514899156988,683663360
v3_inner__S3_measured__subject_01__1__O2__gain_2__0,S3_measured,O2,0,0,0,False,,0.05761392100248486,683663360
v3_inner__S3_measured__subject_01__1__O2__gain_2__1,S3_measured,O2,0,0,0,False,,0.055663761973846704,683663360
v3_inner__S3_measured__subject_01__1__O2__gain_2__2,S3_measured,O2,0,0,0,False,,0.0572713179863058,683663360
v3_inner__S3_measured__subject_01__2__O2__baseline__0,S3_measured,O2,0,0,0,False,,0.05567777995020151,683663360
v3_inner__S3_measured__subject_01__2__O2__baseline__1,S3_measured,O2,0,0,0,False,,0.09019419096875936,683663360
v3_inner__S3_measured__subject_01__2__O2__baseline__2,S3_measured,O2,0,0,0,False,,0.089113129011821,683663360
v3_inner__S3_measured__subject_01__2__O2__gain_0p75__0,S3_measured,O2,0,0,0,False,,0.0388782549998723,683663360
v3_inner__S3_measured__subject_01__2__O2__gain_0p75__1,S3_measured,O2,0,0,0,False,,0.043564242019783705,683663360
v3_inner__S3_measured__subject_01__2__O2__gain_0p75__2,S3_measured,O2,0,0,0,False,,0.04434946196852252,683663360
v3_inner__S3_measured__subject_01__2__O2__gain_1p5__0,S3_measured,O2,0,0,0,False,,0.044605900009628385,683663360
v3_inner__S3_measured__subject_01__2__O2__gain_1p5__1,S3_measured,O2,0,0,0,False,,0.05065456300508231,683663360
v3_inner__S3_measured__subject_01__2__O2__gain_1p5__2,S3_measured,O2,0,0,0,False,,0.05526704096700996,683663360
v3_inner__S3_measured__subject_01__2__O2__gain_0p5__0,S3_measured,O2,0,0,0,False,,0.054953264945652336,683663360
v3_inner__S3_measured__subject_01__2__O2__gain_0p5__1,S3_measured,O2,0,0,0,False,,0.05486686900258064,683663360
v3_inner__S3_measured__subject_01__2__O2__gain_0p5__2,S3_measured,O2,0,0,0,False,,0.0545180729823187,683663360
v3_inner__S3_measured__subject_01__2__O2__gain_2__0,S3_measured,O2,0,0,0,False,,0.05460004095220938,683663360
v3_inner__S3_measured__subject_01__2__O2__gain_2__1,S3_measured,O2,0,0,0,False,,0.054633138002827764,683663360
v3_inner__S3_measured__subject_01__2__O2__gain_2__2,S3_measured,O2,0,0,0,False,,0.05438203300582245,683663360
v3_inner__S3_measured__subject_01__3__O2__baseline__0,S3_measured,O2,0,0,0,False,,0.05509558296762407,683663360
v3_inner__S3_measured__subject_01__3__O2__baseline__1,S3_measured,O2,0,0,0,False,,0.05417797097470611,683663360
v3_inner__S3_measured__subject_01__3__O2__baseline__2,S3_measured,O2,0,0,0,False,,0.04396135295974091,683663360
v3_inner__S3_measured__subject_01__3__O2__gain_0p75__0,S3_measured,O2,0,0,0,False,,0.0722131350194104,683663360
v3_inner__S3_measured__subject_01__3__O2__gain_0p75__1,S3_measured,O2,0,0,0,False,,0.070313649950549,683663360
v3_inner__S3_measured__subject_01__3__O2__gain_0p75__2,S3_measured,O2,0,0,0,False,,0.0464066659915261,683663360
v3_inner__S3_measured__subject_01__3__O2__gain_1p5__0,S3_measured,O2,0,0,0,False,,0.046280468988697976,683663360
v3_inner__S3_measured__subject_01__3__O2__gain_1p5__1,S3_measured,O2,0,0,0,False,,0.04685499798506498,683663360
v3_inner__S3_measured__subject_01__3__O2__gain_1p5__2,S3_measured,O2,0,0,0,False,,0.0388309060363099,683663360
v3_inner__S3_measured__subject_01__3__O2__gain_0p5__0,S3_measured,O2,0,0,0,False,,0.04016651399433613,683663360
v3_inner__S3_measured__subject_01__3__O2__gain_0p5__1,S3_measured,O2,0,0,0,False,,0.048156817036215216,683663360
v3_inner__S3_measured__subject_01__3__O2__gain_0p5__2,S3_measured,O2,0,0,0,False,,0.062458537984639406,683663360
v3_inner__S3_measured__subject_01__3__O2__gain_2__0,S3_measured,O2,0,0,0,False,,0.054691143974196166,683663360
v3_inner__S3_measured__subject_01__3__O2__gain_2__1,S3_measured,O2,0,0,0,False,,0.059784329030662775,683663360
v3_inner__S3_measured__subject_01__3__O2__gain_2__2,S3_measured,O2,0,0,0,False,,0.06124307704158127,683663360
v3_inner__S3_measured__subject_09__0__O2__baseline__0,S3_measured,O2,0,0,0,False,,0.046911227982491255,683663360
v3_inner__S3_measured__subject_09__0__O2__baseline__1,S3_measured,O2,0,0,0,False,,0.06287976499879733,683663360
v3_inner__S3_measured__subject_09__0__O2__baseline__2,S3_measured,O2,0,0,0,False,,0.05862325197085738,683663360
v3_inner__S3_measured__subject_09__0__O2__gain_0p75__0,S3_measured,O2,0,0,0,False,,0.06096364202676341,683663360
v3_inner__S3_measured__subject_09__0__O2__gain_0p75__1,S3_measured,O2,0,0,0,False,,0.052810493973083794,683663360
v3_inner__S3_measured__subject_09__0__O2__gain_0p75__2,S3_measured,O2,0,0,0,False,,0.05290937703102827,683663360
